League,Season,Teams,WIM,WIM_TB,WinPct_SD,Noll_Scully,HHI,WIM_Z,WIM_TB_Z,NS_Z
WIM Raw Data - AFL,2015,18,0.21769748866704236,0.34308360625933576,0.20382650779280775,1.9072275771642133,0.06498356344510192,0.9624850904946229,0.9843567676462133,0.5006802634447872
WIM Raw Data - AFL,2016,18,0.23559114538696782,0.37263708703266785,0.22319575549479145,2.0937617781969333,0.06662585450464238,1.5262973237910138,1.6404387699120382,1.381078308691913
WIM Raw Data - AFL,2017,18,0.15861462220195935,0.26074607376791226,0.15245918028407657,1.4301938838683885,0.0608809993425378,-0.8991602630868364,-0.8435217686562269,-1.7508078216865417
WIM Raw Data - AFL,2018,18,0.21396869309342076,0.32956498114170096,0.20578871446342764,1.9304692590261296,0.06506222783374992,0.8449942616061804,0.6842457010992822,0.6103755963446101
WIM Raw Data - AFL,2019,18,0.13817837220209894,0.23334051947583856,0.16872013220697035,1.5827351342061329,0.061881440669319464,-1.5430872106622933,-1.4519201861236273,-1.0308485977298285
WIM Raw Data - AFL,2020,18,0.18276145715258413,0.2889894622291755,0.2010534433368892,1.657929166544259,0.06477786062014826,-0.13831628616003327,-0.2165235820616443,-0.6759502535215021
WIM Raw Data - AFL,2021,18,0.17555688193863328,0.25662298429092095,0.18007370187885927,1.689241058444695,0.06298487836949376,-0.36532565070239564,-0.9350536196870053,-0.5281654061878076
WIM Raw Data - AFL,2022,18,0.19154703852411264,0.3153387230756519,0.21020357345107837,1.9718843073722798,0.06547450333685487,0.13850909008476683,0.3684253093048214,0.8058449923368768
WIM Raw Data - AFL,2023,18,0.16655129838553118,0.2658092741679752,0.17993142576293422,1.7258416074169647,0.06289113622843545,-0.6490830880269726,-0.7311196228032776,-0.3554193274968247
WIM Raw Data - AFL,2024,18,0.15551233233267725,0.27321154613851467,0.1815936824078503,1.7417854130520136,0.06310073048827376,-0.996910488594683,-0.5667905052622377,-0.2801682730672138
WIM Raw Data - AFL,2025,18,0.22268374183497183,0.34682714845082796,0.21701524101658165,2.0815370678132594,0.06612310302573286,1.119597221256637,1.067462736631669,1.323380518871531
WIM Raw Data - Ligue 1,2015,20,0.3301187925562202,0.6187684252762267,0.1391007924884475,1.7149497460797352,0.05755298442906574,-1.517237020764663,-0.862029985720192,-0.7046677487898361
WIM Raw Data - Ligue 1,2016,20,0.4221836459508636,0.7254593100186166,0.15857310415981926,1.9550205275540957,0.05887818475231063,1.2395069313006162,0.8569793672336157,0.6190481140023526
WIM Raw Data - Ligue 1,2017,20,0.3938357353532388,0.7187641202278132,0.15492827399510553,1.9100840433424857,0.05859452489585399,0.39067126587352846,0.7491061042273041,0.3712747839714689
WIM Raw Data - Ligue 1,2018,20,0.3674671902767554,0.6588163416662983,0.1526542632870861,1.8820481564396527,0.05923182441700961,-0.39889526776074624,-0.21677577298150086,0.21668892394796876
WIM Raw Data - Ligue 1,2019,20,0.31782927341483846,0.5863465529263017,0.1534001501239848,1.6205330098703996,0.05798859916210709,-1.8852282391025579,-1.3844129610265323,-1.2252680928459119
WIM Raw Data - Ligue 1,2020,20,0.3805343293119564,0.7120345887348347,0.1479019945774904,1.8234582528810468,0.057777777777777775,-0.007619388010283054,0.6406795258428524,-0.10636740245580964
WIM Raw Data - Ligue 1,2021,20,0.3990279721254523,0.6367985204903092,0.1467326511521121,1.8090416189096834,0.05804564981108639,0.5461450084768421,-0.5715281084277531,-0.18585865482214803
WIM Raw Data - Ligue 1,2022,20,0.407639563422734,0.7475515768547119,0.1716386722012666,2.11610366873698,0.060257523148148154,0.8040061938379486,1.2129311752151097,1.5072374550902854
WIM Raw Data - Ligue 1,2023,20,0.407639563422734,0.7475515768547119,0.1716386722012666,2.11610366873698,0.060257523148148154,0.8040061938379486,1.2129311752151097,1.5072374550902854
WIM Raw Data - Ligue 1,2024,18,0.3613822439543855,0.5780659582700909,0.1323529411764706,1.5434872662825798,0.06275555555555556,-0.5810998589192116,-1.5178303536783537,-1.650087274595061
WIM Raw Data - Ligue 1,2025,18,0.4010183597702332,0.6648196485005955,0.15258323568534315,1.7794110144821578,0.06369255576457941,0.6057441812305825,-0.1200501658996415,-0.3492375585935971
WIM Raw Data - MLS,2015,20,0.16345380280453942,0.2680805569737772,0.0807619424573293,0.9418380028059029,0.05209957674314992,-1.5119399019699238,-1.7373670674740012,-1.2662855222774465
WIM Raw Data - MLS,2016,20,0.15722914844377062,0.25533069124251434,0.08436358534860863,0.9838400156888256,0.05303100075521745,-1.6202885822464568,-1.854947049757513,-1.0693256277583796
WIM Raw Data - MLS,2017,22,0.2833564928140971,0.4811693759353125,0.0836176244444486,0.9751406913936407,0.04765919460424519,0.5751315193800106,0.22775006288734698,-1.110119339248893
WIM Raw Data - MLS,2018,23,0.2475301923680241,0.47062074709200263,0.12530664371748185,1.4613140232423116,0.04787906898296508,-0.04847457142358285,0.1304700115790055,1.1696915932845457
WIM Raw Data - MLS,2019,24,0.22458989309086277,0.4542093339750024,0.10034063475715059,1.170162828734375,0.04446402820060887,-0.44778206831761835,-0.020876967614096097,-0.19560270152052642
WIM Raw Data - MLS,2020,26,0.3651394208428244,0.6325773421543398,0.1288711513532882,1.1437576470950426,0.04249014403875389,1.9986759938990526,1.6240428836002483,-0.31942442894431533
WIM Raw Data - MLS,2021,27,0.2568321949153215,0.4977458681415782,0.11327928558915613,1.321052129905624,0.0406059255959011,0.1134395914383278,0.3806194107704666,0.5119619793814258
WIM Raw Data - MLS,2022,28,0.245520612920131,0.4745892898059145,0.09829149214529063,1.146265924743509,0.038154239880153554,-0.08345406883348697,0.16706813675368543,-0.3076623711961892
WIM Raw Data - MLS,2023,29,0.2519556321431654,0.45278209490651944,0.10231853383482019,1.1932288974838756,0.03739753672898206,0.028556301535701753,-0.03403904695859294,-0.08743906468400903
WIM Raw Data - MLS,2024,29,0.270449644279587,0.5025449603408945,0.11858755360846626,1.3829566408367102,0.037871328048070495,0.3504700483661325,0.4248769102348675,0.802250589530358
WIM Raw Data - MLS,2025,30,0.28740869844747874,0.5315543039097327,0.1381483525788905,1.6110727964792766,0.0378690277130561,0.6456657381718486,0.6924027159785846,1.8719548934334354
WIM Raw Data - NBA,2005,30,0.033690672482226534,0.06973548625291945,0.1521867831778548,2.756219869219376,0.03642144226320311,-0.5345472856115202,-0.12739696309054427,0.30650103675241414
WIM Raw Data - NBA,2006,30,0.0320365269497314,0.0643827086370887,0.13396143945759414,2.4261448558955867,0.035726088968206754,-0.8877904037162901,-0.9228355053887571,-0.9624780897285873
WIM Raw Data - NBA,2007,30,0.03201643464016642,0.05865235338157995,0.13001776903836973,2.3547219468876732,0.03558728270209531,-0.8920811205493809,-1.7743831986484473,-1.2370647049677297
WIM Raw Data - NBA,2008,30,0.04746300643813748,0.08031407258213558,0.16578190700455053,3.0024380337221728,0.0369978187586754,2.4065374585027315,1.4446121680942436,1.2530910502413157
WIM Raw Data - NBA,2009,30,0.038163348782732656,0.07727360585942003,0.16918580028725222,3.064085163010138,0.0371498446691784,0.42059365672194243,0.9927898449193762,1.4900945104128496
WIM Raw Data - NBA,2010,30,0.0408217456847275,0.06876078435950223,0.16015434752368002,2.9005185967480545,0.03675325533743143,0.9882948609831116,-0.27224053943904075,0.8612600031090641
WIM Raw Data - NBA,2011,30,0.03986319214122068,0.07037583817873051,0.15797273087523198,2.861007838797115,0.03666071782669047,0.783595554950483,-0.03223877812904306,0.709360207343543
WIM Raw Data - NBA,2012,30,0.038871613892045534,0.07813012828225621,0.15342234011872377,2.492817966507265,0.036471788593000716,0.5718438162415267,1.1200716033566367,-0.7061521569904339
WIM Raw Data - NBA,2013,30,0.037630686063061976,0.0726264273798222,0.15256581332264277,2.7619609636733857,0.036435054398020174,0.3068434235663288,0.3022054155049246,0.3285727741794089
WIM Raw Data - NBA,2014,30,0.038874085792597025,0.07078909212505716,0.15483483168881831,2.8041780674818675,0.036529843347213965,0.5723716911118452,0.02917197723147697,0.49087716363918465
WIM Raw Data - NBA,2015,30,0.03804318554719955,0.07722527304855165,0.16132629945515797,2.9217435489538883,0.036803489986119375,0.3949327731011131,0.9856074466615781,0.9428597008218352
WIM Raw Data - NBA,2016,30,0.038727163227870245,0.08297948769515394,0.16646825389791275,3.014868304637691,0.03702822394077599,0.5409963472472991,1.840700715813576,1.3008794428538248
WIM Raw Data - NBA,2017,30,0.030158373791209368,0.06373644432553,0.13414634146341464,2.4294935736466243,0.03573269879040254,-1.2888703963538768,-1.0188722883115668,-0.9496038861233159
WIM Raw Data - NBA,2018,30,0.03280825088244826,0.06620902206768804,0.14654457449560784,2.6540351239243978,0.036196708308546495,-0.722988599428988,-0.651439942696372,-0.08634999283128822
WIM Raw Data - NBA,2019,30,0.03395858265645575,0.07110488013735214,0.14422590076033118,2.61204215655917,0.03610681472668384,-0.47733501289572794,0.07609900730877374,-0.24779268583876765
WIM Raw Data - NBA,2020,30,0.03530932351030575,0.06777815681144735,0.15187754235384904,2.552265835467796,0.03700374772287717,-0.18888402621274258,-0.4182618914442525,-0.4776037913778865
WIM Raw Data - NBA,2021,30,0.03407740405715635,0.07136131240968135,0.13674267684516744,2.320600177795646,0.03582647462277092,-0.4519606783788959,0.11420559935110212,-1.3682464393873297
WIM Raw Data - NBA,2022,30,0.035041617837806995,0.06807743671253594,0.13868879763603237,2.5117609538789507,0.03589794434529712,-0.24605262754200552,-0.37378801538465156,-0.6333255127503806
WIM Raw Data - NBA,2023,30,0.02588920102313698,0.05730722248117462,0.1201905420941415,2.176743297247937,0.03525943552118448,-2.2005531175513835,-1.9742736180550533,-1.92130671734493
WIM Raw Data - NBA,2024,30,0.04043194893861201,0.07503594581663732,0.1608030610091202,2.912267297657983,0.03678101659065371,0.9050536858144235,0.6602669623460465,0.9064280879872213
WIM Raw Data - NFL,2005,32,0.27661542082099594,0.4913639467096584,0.20846350100197397,1.6677080080157918,0.03668212890625,1.343631697721802,0.663610374176811,1.0495542159076965
WIM Raw Data - NFL,2006,32,0.23325520040800388,0.49637294425939366,0.1781524101717403,1.4252192813739224,0.03521728515625,-0.06858219135709936,0.7692944081695886,-1.1141409910146087
WIM Raw Data - NFL,2007,32,0.2691617747364427,0.5083989521614296,0.20432338797846908,1.6345871038277526,0.036468505859375,1.1008713421556506,1.0230292154432215,0.7540207177816876
WIM Raw Data - NFL,2008,32,0.25650613480203666,0.5109848169294916,0.2046125667945016,1.6369005343560128,0.03652441368704344,0.6886854648625851,1.0775879604486034,0.7746631559472231
WIM Raw Data - NFL,2009,32,0.2950815127481325,0.5441941847153476,0.19825902406952375,1.58607219255619,0.036163330078125,1.945060178668735,1.7782670722091092,0.3211285069302821
WIM Raw Data - NFL,2010,32,0.23519207930816816,0.4609827106349872,0.18421603316486868,1.4737282653189494,0.035491943359375,-0.00549931820232441,0.02260155870477268,-0.6813016689229925
WIM Raw Data - NFL,2011,32,0.2500234364884323,0.52016714146011,0.2013140426050801,1.6105123408406408,0.03631591796875,0.4775482402363616,1.2713243494547983,0.5392047549763872
WIM Raw Data - NFL,2012,32,0.2516212031106043,0.50795411623754,0.1897549142716319,1.5180393141730553,0.03578623606305267,0.5295864493101777,1.013643693802462,-0.2859199728455198
WIM Raw Data - NFL,2013,32,0.2358085922493866,0.44539272176315137,0.1916751140999644,1.5334009127997152,0.03587850826605152,0.014580103214193719,-0.30632911006051705,-0.1488504365439116
WIM Raw Data - NFL,2014,32,0.22546251151080535,0.4381028166947738,0.194833396752801,1.558667174022408,0.03603229527104959,-0.3223849485635016,-0.4601376450819114,0.07659710925118439
WIM Raw Data - NFL,2015,32,0.22981045262338104,0.41775665308229754,0.1875,1.5,0.03564453125,-0.18077536333554542,-0.8894180800378434,-0.4468824149059743
WIM Raw Data - NFL,2016,32,0.17762490202959663,0.41693261502745377,0.19698502629879638,1.575880210390371,0.036177072354144704,-1.8804244577319866,-0.9068043264743292,0.2301867824772971
WIM Raw Data - NFL,2017,32,0.25249402726672,0.43919177038475876,0.19702375332685143,1.5761900266148114,0.036102294921875,0.5580137585869727,-0.437161986250732,0.23295123214525398
WIM Raw Data - NFL,2018,32,0.21421817160829426,0.3901846769285485,0.1781095799246562,1.4248766393972496,0.035278070556141114,-0.6886057111104625,-1.4711547720901013,-1.1171983405783772
WIM Raw Data - NFL,2019,32,0.23361131458538348,0.47214190749126483,0.19732363008579173,1.5785890406863339,0.03615532487504805,-0.056983786584168514,0.25804765908333477,0.254357321078858
WIM Raw Data - NFL,2020,32,0.21538486198358134,0.39868123253028415,0.21508331813563406,1.7206665450850724,0.03707804690503652,-0.6506073721596437,-1.291887311461615,1.5220963188304917
WIM Raw Data - NFL,2021,32,0.24259049670891025,0.46644796616123424,0.16830647853838865,1.3878907769790565,0.03481706403779905,0.23546227542002776,0.13791210639023405,-1.4472183557204525
WIM Raw Data - NFL,2022,32,0.1643609623664879,0.37262766624526344,0.18359414542722266,1.5111705375077826,0.035364353726454856,-2.312422257506412,-1.8415873178121334,-0.3472091690646072
WIM Raw Data - NFL,2023,32,0.20656100575786374,0.47262710607339875,0.1590684386234113,1.3117119482928095,0.03441284602076125,-0.9379945717288594,0.2682847859611865,-2.1269520851190222
WIM Raw Data - NFL,2024,32,0.2418345156210126,0.42772381019437544,0.214625287048918,1.7698454568623982,0.03700800173010381,0.21084046810351903,-0.6791226345749349,1.9609133193890727
WIM Raw Data - Prem League,2016,20,0.38850279714469654,0.6023723205932151,0.12682872827474648,1.5636495771111891,0.05623314414523206,-1.0178479237023168,-1.5429744848333657,-2.1491152207408026
WIM Raw Data - Prem League,2017,20,0.5140964414999485,0.7906937942035379,0.17288492321744045,2.1314684831676125,0.059852081811541266,1.5154311166120604,0.41555894256851955,0.46172201344873914
WIM Raw Data - Prem League,2018,20,0.501209706931145,0.8056990034801856,0.18126880454558372,2.2348319140844852,0.06201795823254519,1.2555000130213114,0.5716123303743408,0.9369881435703974
WIM Raw Data - Prem League,2019,20,0.4667903782203736,0.8989003304083123,0.1859830138492309,2.292952589773144,0.06046229092699071,0.5612470159663551,1.5409012317805464,1.2042276147216577
WIM Raw Data - Prem League,2020,20,0.4321743743038837,0.7155511114953022,0.16294553242539705,2.008927443608706,0.059244791666666664,-0.13697300648191638,-0.3659210081101709,-0.10172296061645149
WIM Raw Data - Prem League,2021,20,0.442830566900828,0.6907756342697864,0.15054724734850028,1.8560711193270585,0.057420444625831825,0.07796708458697796,-0.6235846690605541,-0.8045579290530613
WIM Raw Data - Prem League,2022,20,0.4651119341173497,0.898768936117013,0.17344481108720086,2.1383712444164993,0.06018952899230625,0.5273920602609315,1.539534738057096,0.4934609814455594
WIM Raw Data - Prem League,2023,20,0.42891978080266346,0.6900430492155516,0.16185280238503502,1.9954553628841607,0.05881256625004368,-0.2026195887091475,-0.6312035151200467,-0.1636677278696843
WIM Raw Data - Prem League,2024,20,0.38629623960166526,0.7217878626503684,0.17768517709889256,2.1906499876568715,0.060267555515517324,-1.0623551597468213,-0.3010591239000897,0.7338391864555834
WIM Raw Data - Prem League,2025,20,0.3637193172831498,0.692767973887221,0.15395861407419018,1.8981292729532688,0.05831077225655284,-1.5177416118074376,-0.6028644417562745,-0.6111741013619444
